,Race_result_Pos,Race_result_No,Driver,Race_result_Car,Race_result_Laps,Race_result_Time/Retired,Race_result_PTS,Fastest_laps_Pos,Fastest_laps_No,Fastest_laps_Car,Fastest_laps_Lap,Fastest_laps_Time,Fastest_laps_Avg_Speed,Pit_stop_summary_Stops,Pit_stop_summary_No,Pit_stop_summary_Car,Pit_stop_summary_Lap,Pit_stop_summary_Time_of_day,Pit_stop_summary_Time,Pit_stop_summary_Total,Starting_grid_Pos,Starting_grid_No,Starting_grid_Car,Starting_grid_Time,Qualifying_Pos,Qualifying_No,Qualifying_Car,Qualifying_Q1,Qualifying_Q2,Qualifying_Q3,Qualifying_Laps,Practice_3_Pos,Practice_3_No,Practice_3_Car,Practice_3_Time,Practice_3_Gap,Practice_3_Laps,Practice_2_Pos,Practice_2_No,Practice_2_Car,Practice_2_Time,Practice_2_Gap,Practice_2_Laps,Practice_1_Pos,Practice_1_No,Practice_1_Car,Practice_1_Time,Practice_1_Gap,Practice_1_Laps,location,year
1970,10,9,Kimi Räikkönen RAI,Lotus Renault,70,+1 lap,1,13,9,Lotus Renault,34,1:19.444,195.262,1,9,Lotus Renault,5,14:10:08,21.541,21.541,8,9,Lotus Renault,1:13.298,9,9,Lotus Renault,1:16.432,1:13.698,1:13.298,22,24,9,Lotus Renault,,,3,12,9,Lotus Renault,1:15.371,+1.345s,39,16,9,Lotus Renault,1:15.701,+1.570s,16,Brazil,2012
1971,10,9,Kimi Räikkönen RAI,Lotus Renault,70,+1 lap,1,13,9,Lotus Renault,34,1:19.444,195.262,2,9,Lotus Renault,19,14:31:26,22.731,44.272,8,9,Lotus Renault,1:13.298,9,9,Lotus Renault,1:16.432,1:13.698,1:13.298,22,24,9,Lotus Renault,,,3,12,9,Lotus Renault,1:15.371,+1.345s,39,16,9,Lotus Renault,1:15.701,+1.570s,16,Brazil,2012
1972,10,9,Kimi Räikkönen RAI,Lotus Renault,70,+1 lap,1,13,9,Lotus Renault,34,1:19.444,195.262,3,9,Lotus Renault,53,15:21:39,32.309,1:16.581,8,9,Lotus Renault,1:13.298,9,9,Lotus Renault,1:16.432,1:13.698,1:13.298,22,24,9,Lotus Renault,,,3,12,9,Lotus Renault,1:15.371,+1.345s,39,16,9,Lotus Renault,1:15.701,+1.570s,16,Brazil,2012
1973,11,21,Vitaly Petrov PET,Caterham Renault,70,+1 lap,0,18,21,Caterham Renault,39,1:20.528,192.633,1,21,Caterham Renault,14,14:23:58,23.031,23.031,19,21,Caterham Renault,1:17.073,19,21,Caterham Renault,1:17.073,,,14,18,21,Caterham Renault,1:15.159,+1.971s,22,19,21,Caterham Renault,1:16.126,+2.100s,39,21,21,Caterham Renault,1:16.617,+2.486s,30,Brazil,2012
1974,11,21,Vitaly Petrov PET,Caterham Renault,70,+1 lap,0,18,21,Caterham Renault,39,1:20.528,192.633,2,21,Caterham Renault,19,14:31:43,27.452,50.483,19,21,Caterham Renault,1:17.073,19,21,Caterham Renault,1:17.073,,,14,18,21,Caterham Renault,1:15.159,+1.971s,22,19,21,Caterham Renault,1:16.126,+2.100s,39,21,21,Caterham Renault,1:16.617,+2.486s,30,Brazil,2012
1975,11,21,Vitaly Petrov PET,Caterham Renault,70,+1 lap,0,18,21,Caterham Renault,39,1:20.528,192.633,3,21,Caterham Renault,54,15:23:17,22.702,1:13.185,19,21,Caterham Renault,1:17.073,19,21,Caterham Renault,1:17.073,,,14,18,21,Caterham Renault,1:15.159,+1.971s,22,19,21,Caterham Renault,1:16.126,+2.100s,39,21,21,Caterham Renault,1:16.617,+2.486s,30,Brazil,2012
1976,12,25,Charles Pic PIC,Marussia Cosworth,70,+1 lap,0,17,25,Marussia Cosworth,36,1:20.310,193.156,1,25,Marussia Cosworth,13,14:22:37,24.427,24.427,22,25,Marussia Cosworth,1:18.104,22,25,Marussia Cosworth,1:18.104,,,14,21,25,Marussia Cosworth,1:16.059,+2.871s,21,23,25,Marussia Cosworth,1:18.127,+4.101s,31,22,25,Marussia Cosworth,1:17.234,+3.103s,26,Brazil,2012
1977,12,25,Charles Pic PIC,Marussia Cosworth,70,+1 lap,0,17,25,Marussia Cosworth,36,1:20.310,193.156,2,25,Marussia Cosworth,20,14:33:27,22.746,47.173,22,25,Marussia Cosworth,1:18.104,22,25,Marussia Cosworth,1:18.104,,,14,21,25,Marussia Cosworth,1:16.059,+2.871s,21,23,25,Marussia Cosworth,1:18.127,+4.101s,31,22,25,Marussia Cosworth,1:17.234,+3.103s,26,Brazil,2012
1978,12,25,Charles Pic PIC,Marussia Cosworth,70,+1 lap,0,17,25,Marussia Cosworth,36,1:20.310,193.156,3,25,Marussia Cosworth,55,15:24:35,23.082,1:10.255,22,25,Marussia Cosworth,1:18.104,22,25,Marussia Cosworth,1:18.104,,,14,21,25,Marussia Cosworth,1:16.059,+2.871s,21,23,25,Marussia Cosworth,1:18.127,+4.101s,31,22,25,Marussia Cosworth,1:17.234,+3.103s,26,Brazil,2012
1979,13,16,Daniel Ricciardo RIC,STR Ferrari,70,+1 lap,0,11,16,STR Ferrari,36,1:19.308,195.596,1,16,STR Ferrari,9,14:16:07,22.838,22.838,15,16,STR Ferrari,1:14.574,16,16,STR Ferrari,1:16.744,1:14.574,,22,16,16,STR Ferrari,1:14.687,+1.499s,21,16,16,STR Ferrari,1:15.902,+1.876s,39,15,16,STR Ferrari,1:15.587,+1.456s,35,Brazil,2012
1980,13,16,Daniel Ricciardo RIC,STR Ferrari,70,+1 lap,0,11,16,STR Ferrari,36,1:19.308,195.596,2,16,STR Ferrari,19,14:31:25,21.182,44.020,15,16,STR Ferrari,1:14.574,16,16,STR Ferrari,1:16.744,1:14.574,,22,16,16,STR Ferrari,1:14.687,+1.499s,21,16,16,STR Ferrari,1:15.902,+1.876s,39,15,16,STR Ferrari,1:15.587,+1.456s,35,Brazil,2012
1981,13,16,Daniel Ricciardo RIC,STR Ferrari,70,+1 lap,0,11,16,STR Ferrari,36,1:19.308,195.596,3,16,STR Ferrari,51,15:18:04,21.444,1:05.464,15,16,STR Ferrari,1:14.574,16,16,STR Ferrari,1:16.744,1:14.574,,22,16,16,STR Ferrari,1:14.687,+1.499s,21,16,16,STR Ferrari,1:15.902,+1.876s,39,15,16,STR Ferrari,1:15.587,+1.456s,35,Brazil,2012
1982,13,16,Daniel Ricciardo RIC,STR Ferrari,70,+1 lap,0,11,16,STR Ferrari,36,1:19.308,195.596,4,16,STR Ferrari,56,15:26:13,22.923,1:28.387,15,16,STR Ferrari,1:14.574,16,16,STR Ferrari,1:16.744,1:14.574,,22,16,16,STR Ferrari,1:14.687,+1.499s,21,16,16,STR Ferrari,1:15.902,+1.876s,39,15,16,STR Ferrari,1:15.587,+1.456s,35,Brazil,2012
1983,13,16,Daniel Ricciardo RIC,STR Ferrari,70,+1 lap,0,11,16,STR Ferrari,36,1:19.308,195.596,5,16,STR Ferrari,61,15:33:59,21.973,1:50.360,15,16,STR Ferrari,1:14.574,16,16,STR Ferrari,1:16.744,1:14.574,,22,16,16,STR Ferrari,1:14.687,+1.499s,21,16,16,STR Ferrari,1:15.902,+1.876s,39,15,16,STR Ferrari,1:15.587,+1.456s,35,Brazil,2012
1984,14,20,Heikki Kovalainen KOV,Caterham Renault,70,+1 lap,0,10,20,Caterham Renault,39,1:19.256,195.725,1,20,Caterham Renault,15,14:25:33,23.429,23.429,20,20,Caterham Renault,1:17.086,20,20,Caterham Renault,1:17.086,,,14,19,20,Caterham Renault,1:15.707,+2.519s,21,20,20,Caterham Renault,1:16.655,+2.629s,42,,,,,,,Brazil,2012
1985,14,20,Heikki Kovalainen KOV,Caterham Renault,70,+1 lap,0,10,20,Caterham Renault,39,1:19.256,195.725,2,20,Caterham Renault,19,14:31:46,38.291,1:01.720,20,20,Caterham Renault,1:17.086,20,20,Caterham Renault,1:17.086,,,14,19,20,Caterham Renault,1:15.707,+2.519s,21,20,20,Caterham Renault,1:16.655,+2.629s,42,,,,,,,Brazil,2012
1986,14,20,Heikki Kovalainen KOV,Caterham Renault,70,+1 lap,0,10,20,Caterham Renault,39,1:19.256,195.725,3,20,Caterham Renault,37,14:59:15,22.721,1:24.441,20,20,Caterham Renault,1:17.086,20,20,Caterham Renault,1:17.086,,,14,19,20,Caterham Renault,1:15.707,+2.519s,21,20,20,Caterham Renault,1:16.655,+2.629s,42,,,,,,,Brazil,2012
1987,14,20,Heikki Kovalainen KOV,Caterham Renault,70,+1 lap,0,10,20,Caterham Renault,39,1:19.256,195.725,4,20,Caterham Renault,56,15:26:34,23.002,1:47.443,20,20,Caterham Renault,1:17.086,20,20,Caterham Renault,1:17.086,,,14,19,20,Caterham Renault,1:15.707,+2.519s,21,20,20,Caterham Renault,1:16.655,+2.629s,42,,,,,,,Brazil,2012
1988,14,20,Heikki Kovalainen KOV,Caterham Renault,70,+1 lap,0,10,20,Caterham Renault,39,1:19.256,195.725,5,20,Caterham Renault,59,15:31:24,21.849,2:09.292,20,20,Caterham Renault,1:17.086,20,20,Caterham Renault,1:17.086,,,14,19,20,Caterham Renault,1:15.707,+2.519s,21,20,20,Caterham Renault,1:16.655,+2.629s,42,,,,,,,Brazil,2012
1989,15,8,Nico Rosberg ROS,Mercedes,70,+1 lap,0,16,8,Mercedes,38,1:20.266,193.262,1,8,Mercedes,9,14:16:06,23.018,23.018,9,8,Mercedes,1:13.489,10,8,Mercedes,1:15.929,1:13.848,1:13.489,26,12,8,Mercedes,1:14.126,+0.938s,25,7,8,Mercedes,1:14.669,+0.643s,40,18,8,Mercedes,1:16.315,+2.184s,36,Brazil,2012
1990,15,8,Nico Rosberg ROS,Mercedes,70,+1 lap,0,16,8,Mercedes,38,1:20.266,193.262,2,8,Mercedes,18,14:29:54,21.806,44.824,9,8,Mercedes,1:13.489,10,8,Mercedes,1:15.929,1:13.848,1:13.489,26,12,8,Mercedes,1:14.126,+0.938s,25,7,8,Mercedes,1:14.669,+0.643s,40,18,8,Mercedes,1:16.315,+2.184s,36,Brazil,2012
1991,15,8,Nico Rosberg ROS,Mercedes,70,+1 lap,0,16,8,Mercedes,38,1:20.266,193.262,3,8,Mercedes,20,14:33:42,24.262,1:09.086,9,8,Mercedes,1:13.489,10,8,Mercedes,1:15.929,1:13.848,1:13.489,26,12,8,Mercedes,1:14.126,+0.938s,25,7,8,Mercedes,1:14.669,+0.643s,40,18,8,Mercedes,1:16.315,+2.184s,36,Brazil,2012
1992,15,8,Nico Rosberg ROS,Mercedes,70,+1 lap,0,16,8,Mercedes,38,1:20.266,193.262,4,8,Mercedes,50,15:17:16,31.768,1:40.854,9,8,Mercedes,1:13.489,10,8,Mercedes,1:15.929,1:13.848,1:13.489,26,12,8,Mercedes,1:14.126,+0.938s,25,7,8,Mercedes,1:14.669,+0.643s,40,18,8,Mercedes,1:16.315,+2.184s,36,Brazil,2012
1993,16,24,Timo Glock GLO,Marussia Cosworth,70,+1 lap,0,14,24,Marussia Cosworth,34,1:19.686,194.669,1,24,Marussia Cosworth,14,14:23:56,23.251,23.251,21,24,Marussia Cosworth,1:17.508,21,24,Marussia Cosworth,1:17.508,,,13,20,24,Marussia Cosworth,1:15.763,+2.575s,24,22,24,Marussia Cosworth,1:17.675,+3.649s,42,20,24,Marussia Cosworth,1:16.506,+2.375s,31,Brazil,2012
1994,16,24,Timo Glock GLO,Marussia Cosworth,70,+1 lap,0,14,24,Marussia Cosworth,34,1:19.686,194.669,2,24,Marussia Cosworth,19,14:31:36,21.442,44.693,21,24,Marussia Cosworth,1:17.508,21,24,Marussia Cosworth,1:17.508,,,13,20,24,Marussia Cosworth,1:15.763,+2.575s,24,22,24,Marussia Cosworth,1:17.675,+3.649s,42,20,24,Marussia Cosworth,1:16.506,+2.375s,31,Brazil,2012
1995,16,24,Timo Glock GLO,Marussia Cosworth,70,+1 lap,0,14,24,Marussia Cosworth,34,1:19.686,194.669,3,24,Marussia Cosworth,31,14:51:14,23.544,1:08.237,21,24,Marussia Cosworth,1:17.508,21,24,Marussia Cosworth,1:17.508,,,13,20,24,Marussia Cosworth,1:15.763,+2.575s,24,22,24,Marussia Cosworth,1:17.675,+3.649s,42,20,24,Marussia Cosworth,1:16.506,+2.375s,31,Brazil,2012
1996,16,24,Timo Glock GLO,Marussia Cosworth,70,+1 lap,0,14,24,Marussia Cosworth,34,1:19.686,194.669,4,24,Marussia Cosworth,56,15:26:40,24.816,1:33.053,21,24,Marussia Cosworth,1:17.508,21,24,Marussia Cosworth,1:17.508,,,13,20,24,Marussia Cosworth,1:15.763,+2.575s,24,22,24,Marussia Cosworth,1:17.675,+3.649s,42,20,24,Marussia Cosworth,1:16.506,+2.375s,31,Brazil,2012
1997,17,22,Pedro de la Rosa DLR,HRT Cosworth,69,+2 laps,0,19,22,HRT Cosworth,37,1:21.085,191.310,1,22,HRT Cosworth,14,14:24:13,25.787,25.787,24,22,HRT Cosworth,1:19.699,24,22,HRT Cosworth,1:19.699,,,12,22,22,HRT Cosworth,1:16.198,+3.010s,15,21,22,HRT Cosworth,1:17.244,+3.218s,15,23,22,HRT Cosworth,1:17.678,+3.547s,15,Brazil,2012
1998,17,22,Pedro de la Rosa DLR,HRT Cosworth,69,+2 laps,0,19,22,HRT Cosworth,37,1:21.085,191.310,2,22,HRT Cosworth,19,14:32:05,26.573,52.360,24,22,HRT Cosworth,1:19.699,24,22,HRT Cosworth,1:19.699,,,12,22,22,HRT Cosworth,1:16.198,+3.010s,15,21,22,HRT Cosworth,1:17.244,+3.218s,15,23,22,HRT Cosworth,1:17.678,+3.547s,15,Brazil,2012
1999,17,22,Pedro de la Rosa DLR,HRT Cosworth,69,+2 laps,0,19,22,HRT Cosworth,37,1:21.085,191.310,3,22,HRT Cosworth,50,15:17:24,25.375,1:17.735,24,22,HRT Cosworth,1:19.699,24,22,HRT Cosworth,1:19.699,,,12,22,22,HRT Cosworth,1:16.198,+3.010s,15,21,22,HRT Cosworth,1:17.244,+3.218s,15,23,22,HRT Cosworth,1:17.678,+3.547s,15,Brazil,2012
2000,17,22,Pedro de la Rosa DLR,HRT Cosworth,69,+2 laps,0,19,22,HRT Cosworth,37,1:21.085,191.310,4,22,HRT Cosworth,55,15:25:57,24.510,1:42.245,24,22,HRT Cosworth,1:19.699,24,22,HRT Cosworth,1:19.699,,,12,22,22,HRT Cosworth,1:16.198,+3.010s,15,21,22,HRT Cosworth,1:17.244,+3.218s,15,23,22,HRT Cosworth,1:17.678,+3.547s,15,Brazil,2012
2001,18,23,Narain Karthikeyan KAR,HRT Cosworth,69,+2 laps,0,20,23,HRT Cosworth,40,1:21.544,190.233,1,23,HRT Cosworth,13,14:22:30,27.113,27.113,23,23,HRT Cosworth,1:19.576,23,23,HRT Cosworth,1:19.576,,,13,23,23,HRT Cosworth,1:16.793,+3.605s,18,24,23,HRT Cosworth,1:18.139,+4.113s,15,24,23,HRT Cosworth,1:17.895,+3.764s,13,Brazil,2012
2002,18,23,Narain Karthikeyan KAR,HRT Cosworth,69,+2 laps,0,20,23,HRT Cosworth,40,1:21.544,190.233,2,23,HRT Cosworth,20,14:33:37,26.739,53.852,23,23,HRT Cosworth,1:19.576,23,23,HRT Cosworth,1:19.576,,,13,23,23,HRT Cosworth,1:16.793,+3.605s,18,24,23,HRT Cosworth,1:18.139,+4.113s,15,24,23,HRT Cosworth,1:17.895,+3.764s,13,Brazil,2012
2003,18,23,Narain Karthikeyan KAR,HRT Cosworth,69,+2 laps,0,20,23,HRT Cosworth,40,1:21.544,190.233,3,23,HRT Cosworth,51,15:19:00,23.625,1:17.477,23,23,HRT Cosworth,1:19.576,23,23,HRT Cosworth,1:19.576,,,13,23,23,HRT Cosworth,1:16.793,+3.605s,18,24,23,HRT Cosworth,1:18.139,+4.113s,15,24,23,HRT Cosworth,1:17.895,+3.764s,13,Brazil,2012
2004,18,23,Narain Karthikeyan KAR,HRT Cosworth,69,+2 laps,0,20,23,HRT Cosworth,40,1:21.544,190.233,4,23,HRT Cosworth,55,15:26:24,27.480,1:44.957,23,23,HRT Cosworth,1:19.576,23,23,HRT Cosworth,1:19.576,,,13,23,23,HRT Cosworth,1:16.793,+3.605s,18,24,23,HRT Cosworth,1:18.139,+4.113s,15,24,23,HRT Cosworth,1:17.895,+3.764s,13,Brazil,2012
2005,19,11,Paul di Resta DIR,Force India Mercedes,68,DNF,0,12,11,Force India Mercedes,39,1:19.314,195.582,1,11,Force India Mercedes,10,14:17:37,28.336,28.336,10,11,Force India Mercedes,1:14.121,11,11,Force India Mercedes,1:15.901,1:14.121,,18,6,11,Force India Mercedes,1:13.486,+0.298s,21,10,11,Force India Mercedes,1:15.129,+1.103s,39,8,11,Force India Mercedes,1:14.738,+0.607s,34,Brazil,2012
2006,19,11,Paul di Resta DIR,Force India Mercedes,68,DNF,0,12,11,Force India Mercedes,39,1:19.314,195.582,2,11,Force India Mercedes,18,14:29:55,21.364,49.700,10,11,Force India Mercedes,1:14.121,11,11,Force India Mercedes,1:15.901,1:14.121,,18,6,11,Force India Mercedes,1:13.486,+0.298s,21,10,11,Force India Mercedes,1:15.129,+1.103s,39,8,11,Force India Mercedes,1:14.738,+0.607s,34,Brazil,2012
2007,19,11,Paul di Resta DIR,Force India Mercedes,68,DNF,0,12,11,Force India Mercedes,39,1:19.314,195.582,3,11,Force India Mercedes,57,15:27:15,22.389,1:12.089,10,11,Force India Mercedes,1:14.121,11,11,Force India Mercedes,1:15.901,1:14.121,,18,6,11,Force India Mercedes,1:13.486,+0.298s,21,10,11,Force India Mercedes,1:15.129,+1.103s,39,8,11,Force India Mercedes,1:14.738,+0.607s,34,Brazil,2012
2008,NC,4,Lewis Hamilton HAM,McLaren Mercedes,54,DNF,0,1,4,McLaren Mercedes,38,1:18.069,198.701,1,4,McLaren Mercedes,10,14:17:17,24.410,24.410,1,4,McLaren Mercedes,1:12.458,1,4,McLaren Mercedes,1:15.075,1:13.398,1:12.458,21,4,4,McLaren Mercedes,1:13.389,+0.201s,17,1,4,McLaren Mercedes,1:14.026,,35,1,4,McLaren Mercedes,1:14.131,,33,Brazil,2012
2009,NC,4,Lewis Hamilton HAM,McLaren Mercedes,54,DNF,0,1,4,McLaren Mercedes,38,1:18.069,198.701,2,4,McLaren Mercedes,18,14:29:24,21.606,46.016,1,4,McLaren Mercedes,1:12.458,1,4,McLaren Mercedes,1:15.075,1:13.398,1:12.458,21,4,4,McLaren Mercedes,1:13.389,+0.201s,17,1,4,McLaren Mercedes,1:14.026,,35,1,4,McLaren Mercedes,1:14.131,,33,Brazil,2012
2010,NC,10,Romain Grosjean GRO,Lotus Renault,5,DNF,0,21,10,Lotus Renault,2,1:22.184,188.752,,,,,,,,18,10,Lotus Renault,1:16.967,18,10,Lotus Renault,1:16.967,,,8,5,10,Lotus Renault,1:13.420,+0.232s,24,9,10,Lotus Renault,1:14.994,+0.968s,37,7,10,Lotus Renault,1:14.719,+0.588s,33,Brazil,2012
2011,NC,18,Pastor Maldonado MAL,Williams Renault,1,DNF,0,,,,,,,,,,,,,,16,18,Williams Renault,1:13.174,6,18,Williams Renault,1:16.266,1:13.698,1:13.174,24,9,18,Williams Renault,1:13.700,+0.512s,20,17,18,Williams Renault,1:15.953,+1.927s,47,9,18,Williams Renault,1:15.015,+0.884s,37,Brazil,2012
2012,NC,19,Bruno Senna SEN,Williams Renault,0,DNF,0,,,,,,,,,,,,,,11,19,Williams Renault,1:14.219,12,19,Williams Renault,1:15.333,1:14.219,,21,11,19,Williams Renault,1:13.948,+0.760s,20,13,19,Williams Renault,1:15.432,+1.406s,45,,,,,,,Brazil,2012
2013,NC,15,Sergio Perez PER,Sauber Ferrari,0,DNF,0,,,,,,,,,,,,,,12,15,Sauber Ferrari,1:14.234,13,15,Sauber Ferrari,1:15.974,1:14.234,,21,13,15,Sauber Ferrari,1:14.190,+1.002s,26,14,15,Sauber Ferrari,1:15.542,+1.516s,35,13,15,Sauber Ferrari,1:15.396,+1.265s,32,Brazil,2012
2014,,,Valtteri Bottas BOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,19,Williams Renault,1:15.413,+1.282s,23,Brazil,2012
2015,,,Giedo van der Garde VDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,20,Caterham Renault,1:16.460,+2.329s,32,Brazil,2012
2016,1,1,Sebastian Vettel VET,Red Bull Racing Renault,58,1:29:30.259,25,4,1,Red Bull Racing Renault,44,1:29.844,212.488,1,1,Red Bull Racing Renault,14,17:25:17,22.603,22.603,1,1,Red Bull Racing Renault,1:23.529,1,1,Red Bull Racing Renault,1:25.296,1:24.090,1:23.529,16,1,1,Red Bull Racing Renault,1:24.507,,15,4,1,Red Bull Racing Renault,1:26.014,+0.160s,35,2,1,Red Bull Racing Renault,1:27.158,+0.327s,19,Australia,2011
2017,1,1,Sebastian Vettel VET,Red Bull Racing Renault,58,1:29:30.259,25,4,1,Red Bull Racing Renault,44,1:29.844,212.488,2,1,Red Bull Racing Renault,36,17:59:17,24.036,46.639,1,1,Red Bull Racing Renault,1:23.529,1,1,Red Bull Racing Renault,1:25.296,1:24.090,1:23.529,16,1,1,Red Bull Racing Renault,1:24.507,,15,4,1,Red Bull Racing Renault,1:26.014,+0.160s,35,2,1,Red Bull Racing Renault,1:27.158,+0.327s,19,Australia,2011
2018,2,3,Lewis Hamilton HAM,McLaren Mercedes,58,+22.297s,18,8,3,McLaren Mercedes,41,1:30.314,211.382,1,3,McLaren Mercedes,16,17:28:24,23.227,23.227,2,3,McLaren Mercedes,1:24.307,2,3,McLaren Mercedes,1:25.384,1:24.595,1:24.307,19,3,3,McLaren Mercedes,1:25.553,+1.046s,15,2,3,McLaren Mercedes,1:25.986,+0.132s,31,7,3,McLaren Mercedes,1:28.483,+1.652s,26,Australia,2011
2019,2,3,Lewis Hamilton HAM,McLaren Mercedes,58,+22.297s,18,8,3,McLaren Mercedes,41,1:30.314,211.382,2,3,McLaren Mercedes,36,17:59:29,23.199,46.426,2,3,McLaren Mercedes,1:24.307,2,3,McLaren Mercedes,1:25.384,1:24.595,1:24.307,19,3,3,McLaren Mercedes,1:25.553,+1.046s,15,2,3,McLaren Mercedes,1:25.986,+0.132s,31,7,3,McLaren Mercedes,1:28.483,+1.652s,26,Australia,2011
2020,3,10,Vitaly Petrov PET,Renault,58,+30.560s,15,7,10,Renault,55,1:30.064,211.969,1,10,Renault,16,17:28:39,24.535,24.535,6,10,Renault,1:25.247,6,10,Renault,1:25.543,1:25.582,1:25.247,18,5,10,Renault,1:25.906,+1.399s,18,12,10,Renault,1:27.528,+1.674s,29,10,10,Renault,1:28.765,+1.934s,15,Australia,2011
2021,3,10,Vitaly Petrov PET,Renault,58,+30.560s,15,7,10,Renault,55,1:30.064,211.969,2,10,Renault,36,17:59:47,25.683,50.218,6,10,Renault,1:25.247,6,10,Renault,1:25.543,1:25.582,1:25.247,18,5,10,Renault,1:25.906,+1.399s,18,12,10,Renault,1:27.528,+1.674s,29,10,10,Renault,1:28.765,+1.934s,15,Australia,2011
2022,4,5,Fernando Alonso ALO,Ferrari,58,+31.772s,12,2,5,Ferrari,49,1:29.487,213.336,1,5,Ferrari,12,17:22:34,23.251,23.251,5,5,Ferrari,1:24.974,5,5,Ferrari,1:25.707,1:25.242,1:24.974,19,6,5,Ferrari,1:26.121,+1.614s,16,3,5,Ferrari,1:26.001,+0.147s,28,3,5,Ferrari,1:27.749,+0.918s,20,Australia,2011
2023,4,5,Fernando Alonso ALO,Ferrari,58,+31.772s,12,2,5,Ferrari,49,1:29.487,213.336,2,5,Ferrari,27,17:46:04,24.733,47.984,5,5,Ferrari,1:24.974,5,5,Ferrari,1:25.707,1:25.242,1:24.974,19,6,5,Ferrari,1:26.121,+1.614s,16,3,5,Ferrari,1:26.001,+0.147s,28,3,5,Ferrari,1:27.749,+0.918s,20,Australia,2011
2024,4,5,Fernando Alonso ALO,Ferrari,58,+31.772s,12,2,5,Ferrari,49,1:29.487,213.336,3,5,Ferrari,42,18:09:08,24.181,1:12.165,5,5,Ferrari,1:24.974,5,5,Ferrari,1:25.707,1:25.242,1:24.974,19,6,5,Ferrari,1:26.121,+1.614s,16,3,5,Ferrari,1:26.001,+0.147s,28,3,5,Ferrari,1:27.749,+0.918s,20,Australia,2011
2025,5,2,Mark Webber WEB,Red Bull Racing Renault,58,+38.171s,10,3,2,Red Bull Racing Renault,50,1:29.600,213.066,1,2,Red Bull Racing Renault,11,17:20:48,23.426,23.426,3,2,Red Bull Racing Renault,1:24.395,3,2,Red Bull Racing Renault,1:25.900,1:24.658,1:24.395,15,2,2,Red Bull Racing Renault,1:25.364,+0.857s,14,5,2,Red Bull Racing Renault,1:26.283,+0.429s,33,1,2,Red Bull Racing Renault,1:26.831,,20,Australia,2011
2026,5,2,Mark Webber WEB,Red Bull Racing Renault,58,+38.171s,10,3,2,Red Bull Racing Renault,50,1:29.600,213.066,2,2,Red Bull Racing Renault,26,17:44:29,22.520,45.946,3,2,Red Bull Racing Renault,1:24.395,3,2,Red Bull Racing Renault,1:25.900,1:24.658,1:24.395,15,2,2,Red Bull Racing Renault,1:25.364,+0.857s,14,5,2,Red Bull Racing Renault,1:26.283,+0.429s,33,1,2,Red Bull Racing Renault,1:26.831,,20,Australia,2011
2027,5,2,Mark Webber WEB,Red Bull Racing Renault,58,+38.171s,10,3,2,Red Bull Racing Renault,50,1:29.600,213.066,3,2,Red Bull Racing Renault,41,18:07:37,26.230,1:12.176,3,2,Red Bull Racing Renault,1:24.395,3,2,Red Bull Racing Renault,1:25.900,1:24.658,1:24.395,15,2,2,Red Bull Racing Renault,1:25.364,+0.857s,14,5,2,Red Bull Racing Renault,1:26.283,+0.429s,33,1,2,Red Bull Racing Renault,1:26.831,,20,Australia,2011
2028,6,4,Jenson Button BUT,McLaren Mercedes,58,+54.304s,8,5,4,McLaren Mercedes,49,1:29.883,212.396,1,4,McLaren Mercedes,17,17:30:24,16.867,16.867,4,4,McLaren Mercedes,1:24.779,4,4,McLaren Mercedes,1:25.886,1:24.957,1:24.779,18,4,4,McLaren Mercedes,1:25.567,+1.060s,16,1,4,McLaren Mercedes,1:25.854,,32,6,4,McLaren Mercedes,1:28.440,+1.609s,29,Australia,2011
2029,6,4,Jenson Button BUT,McLaren Mercedes,58,+54.304s,8,5,4,McLaren Mercedes,49,1:29.883,212.396,2,4,McLaren Mercedes,19,17:33:53,23.303,40.170,4,4,McLaren Mercedes,1:24.779,4,4,McLaren Mercedes,1:25.886,1:24.957,1:24.779,18,4,4,McLaren Mercedes,1:25.567,+1.060s,16,1,4,McLaren Mercedes,1:25.854,,32,6,4,McLaren Mercedes,1:28.440,+1.609s,29,Australia,2011
2030,6,4,Jenson Button BUT,McLaren Mercedes,58,+54.304s,8,5,4,McLaren Mercedes,49,1:29.883,212.396,3,4,McLaren Mercedes,37,18:01:49,22.681,1:02.851,4,4,McLaren Mercedes,1:24.779,4,4,McLaren Mercedes,1:25.886,1:24.957,1:24.779,18,4,4,McLaren Mercedes,1:25.567,+1.060s,16,1,4,McLaren Mercedes,1:25.854,,32,6,4,McLaren Mercedes,1:28.440,+1.609s,29,Australia,2011
2031,DQ,17,Sergio Perez PER,Sauber Ferrari,58,+65.845s,0,6,17,Sauber Ferrari,39,1:29.962,212.209,1,17,Sauber Ferrari,23,17:40:27,23.438,23.438,13,17,Sauber Ferrari,1:26.108,13,17,Sauber Ferrari,1:25.812,1:26.108,,9,17,17,Sauber Ferrari,1:28.077,+3.570s,9,8,17,Sauber Ferrari,1:27.101,+1.247s,39,17,17,Sauber Ferrari,1:29.643,+2.812s,18,Australia,2011
